NINT;poids;DATE_CONTACT;mois;jour;quest_debut;quest_fin;SEXE;AG99;AGE_REP;ANNEE_REP;eqtv;Recept_ADSL;Recept_Para;Recept_elargie;Recept_tradi;abcp;abon_adsl;abon_elargie;habtv1;habtv2;habtv3;habtv4;habtv5;habtv6;habtv7;habtv8;habtv9;habtv10;init1;init2;init3;init4;init5;init6;init7;init8;init9;init10
238;0,66;09/04/2014;4;2;16:47:34;17:08:25;1;50;5;1964;1;0;0;1;0;2;1;1;3;3;5;3;3;3;1;5;3;1;1;1;1;1;1;1;1;2;1;1
240;4,86;09/04/2014;4;2;16:55:30;17:33:03;1;19;1;1995;1;0;1;1;0;1;2;1;2;3;5;1;1;3;5;5;5;2;1;1;2;1;1;1;2;2;2;1
242;1,92;10/04/2014;4;3;14:01:16;14:31:09;1;26;3;1988;1;0;0;0;1;2;2;0;1;5;1;5;5;1;4;5;1;5;1;1;1;2;2;1;2;2;1;2
243;5,61;10/04/2014;4;3;14:19:16;14:41:09;2;22;2;1992;1;0;0;1;0;2;1;1;1;2;2;4;4;2;4;4;2;2;1;1;2;1;1;1;1;1;1;1
244;0,54;10/04/2014;4;3;14:35:41;14:48:17;1;49;4;1965;1;0;1;1;0;2;1;1;5;2;5;3;3;3;5;5;5;3;1;1;1;1;1;1;2;2;1;1
245;0,61;10/04/2014;4;3;14:27:28;14:55:50;1;42;4;1972;1;0;1;1;0;1;2;1;1;1;1;4;4;2;4;5;5;1;1;1;1;1;1;1;1;1;2;1
247;1,02;10/04/2014;4;3;14:35:48;15:16:42;1;41;4;1973;1;0;1;1;0;1;2;1;1;3;1;1;3;3;3;3;4;4;1;1;1;1;1;1;1;1;2;1
248;3,11;10/04/2014;4;3;14:46:17;15:26:37;2;33;3;1981;1;0;1;1;0;2;2;1;1;1;5;1;1;1;5;5;5;1;1;1;2;1;1;1;2;2;2;1
25;0,67;31/03/2014;3;7;17:06:49;17:41:15;1;33;3;1981;1;0;1;1;0;1;2;1;1;1;1;1;2;1;1;2;5;1;1;1;1;1;1;1;1;1;2;1
250;3,42;10/04/2014;4;3;15:13:57;15:46:02;1;18;1;1996;1;0;1;1;1;2;2;0;1;5;5;5;5;4;5;5;4;1;1;1;2;2;2;1;2;2;1;1
252;1,01;10/04/2014;4;3;15:42:32;16:02:30;2;30;3;1984;1;0;0;1;0;2;1;1;1;3;5;2;4;1;5;5;2;4;1;1;2;1;1;1;3;1;1;1
253;6,05;10/04/2014;4;3;15:34:30;16:04:12;1;38;4;1976;1;0;1;1;0;1;2;1;1;4;1;1;4;4;3;4;2;1;1;1;1;1;1;1;1;1;1;1
256;4,29;10/04/2014;4;3;16:25:43;16:43:33;2;16;1;1998;1;0;0;1;0;1;1;1;1;5;2;1;3;5;5;5;5;3;1;1;1;1;1;1;1;1;2;1
26;0,61;01/04/2014;4;1;14:03:39;14:28:04;2;45;4;1969;1;0;1;1;0;1;2;1;1;2;1;1;2;1;3;5;5;3;1;1;1;1;1;1;1;1;2;1
260;2,95;10/04/2014;4;3;16:52:50;17:07:13;2;18;1;1996;1;0;1;1;0;2;2;1;2;5;5;3;3;5;5;5;5;5;1;1;2;1;1;1;2;2;1;1
261;0,79;10/04/2014;4;3;16:56:01;17:13:20;1;18;1;1996;1;0;0;1;0;2;1;1;1;4;1;1;4;5;1;1;5;4;1;1;1;1;1;1;1;1;1;1
262;4,19;10/04/2014;4;3;16:59:08;17:15:28;2;18;1;1996;0;0;0;0;0;2;2;0;1;4;4;4;5;3;5;5;3;4;;;;;;;;;;
263;0,66;10/04/2014;4;3;16:56:02;17:16:58;2;16;1;1998;1;0;1;1;1;2;2;0;1;3;5;5;4;4;3;2;3;2;1;1;3;1;1;1;1;1;1;1
266;0,55;11/04/2014;4;4;14:22:58;14:34:31;1;41;4;1973;0;0;0;0;0;2;2;0;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;
267;0,75;11/04/2014;4;4;14:18:00;14:39:59;1;49;4;1965;1;0;1;1;0;1;1;1;1;2;2;2;3;1;4;1;4;3;1;1;1;1;1;1;1;1;1;1
269;0,51;11/04/2014;4;4;14:35:24;15:00:30;1;23;2;1991;1;0;1;1;1;2;2;0;1;3;5;1;3;3;5;5;3;1;1;1;2;1;1;1;2;3;1;1
27;0,53;01/04/2014;4;1;14:19:07;14:39:49;1;34;3;1980;1;0;1;1;0;1;2;1;3;3;1;2;2;3;5;5;5;3;1;1;1;1;1;1;1;1;2;1
270;0,52;11/04/2014;4;4;15:02:44;15:17:01;2;32;3;1982;1;0;0;1;0;2;1;1;5;5;5;3;3;5;5;5;5;3;1;1;1;1;1;1;2;3;2;1
272;1;11/04/2014;4;4;15:05:17;15:21:41;2;58;5;1956;1;0;1;1;0;2;2;1;5;1;5;1;1;1;5;5;5;1;1;1;2;1;1;1;3;1;1;1
274;0,52;11/04/2014;4;4;15:04:12;15:28:07;1;42;4;1972;1;0;0;1;0;1;1;1;4;4;2;4;4;4;5;5;4;3;1;1;1;1;1;1;1;1;1;1
275;5,4;11/04/2014;4;4;15:08:44;15:46:06;2;46;4;1968;1;0;0;1;0;2;1;1;1;1;5;2;2;2;5;5;4;3;1;1;2;1;1;1;1;3;1;1
277;0,66;11/04/2014;4;4;15:41:02;16:03:35;2;27;3;1987;1;1;0;1;0;2;1;1;1;3;5;3;3;2;5;5;3;5;1;1;2;1;1;1;2;2;1;1
278;0,7;11/04/2014;4;4;15:50:29;16:29:03;1;22;2;1992;1;0;0;0;1;2;2;0;1;5;5;3;5;5;5;5;1;1;1;2;2;1;2;2;2;2;1;1
279;0,74;11/04/2014;4;4;16:24:58;16:57:11;1;14;1;2000;1;0;1;1;0;2;2;1;1;1;5;1;1;4;1;1;1;4;1;1;2;1;1;1;1;1;1;1
28;0,57;01/04/2014;4;1;14:16:49;14:53:58;1;24;2;1990;1;0;1;1;0;1;2;1;2;4;2;4;3;4;5;3;5;2;1;1;1;1;1;1;1;1;1;1
280;7,42;11/04/2014;4;4;16:40:24;17:02:48;2;35;4;1979;1;0;1;1;0;1;2;1;1;1;3;5;3;1;1;3;5;3;1;1;1;3;1;1;1;1;2;3
281;0,77;11/04/2014;4;4;16:51:57;17:06:58;2;17;1;1997;1;0;1;1;0;2;1;1;1;1;5;5;5;1;5;5;4;5;1;2;1;1;2;1;2;2;1;1
282;0,54;11/04/2014;4;4;16:46:33;17:23:37;1;31;3;1983;1;0;1;1;0;2;2;1;1;5;5;4;4;5;1;1;5;4;1;1;2;1;1;1;1;1;2;1
283;1,33;11/04/2014;4;4;17:09:41;17:32:54;2;16;1;1998;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;3;3;1;2;2;2;2;2;2;2;1;1
284;0,64;11/04/2014;4;4;17:17:18;17:38:49;2;18;1;1996;1;0;0;0;1;2;2;0;3;5;5;5;5;5;5;5;5;3;1;2;2;2;2;2;2;2;1;1
285;2,37;11/04/2014;4;4;17:20:18;17:39:13;2;17;1;1997;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;1;2;1;2;2;2;2;2;2;2;1;1
286;0,66;11/04/2014;4;4;17:24:33;17:42:30;2;26;3;1988;1;1;0;1;0;2;1;1;1;4;5;1;1;1;4;4;3;1;1;1;2;1;1;1;1;2;1;1
287;0,65;11/04/2014;4;4;17:12:16;17:43:49;2;29;3;1985;1;0;1;1;0;2;2;1;1;1;2;1;1;1;4;3;1;1;1;1;2;1;1;1;1;1;1;1
288;1,12;11/04/2014;4;4;17:19:29;17:44:59;2;20;2;1994;1;0;1;1;1;2;2;0;1;4;5;5;5;4;1;4;1;5;1;1;2;2;1;1;1;2;1;1
289;0,51;12/04/2014;4;5;14:00:11;14:17:53;2;30;3;1984;1;0;1;1;0;2;2;1;4;3;5;3;2;5;5;5;5;3;1;1;2;1;1;1;1;1;1;1
29;1,14;01/04/2014;4;1;14:33:10;14:55:20;1;61;5;1953;1;0;1;1;0;2;2;1;4;4;1;3;5;2;5;5;5;1;1;1;2;1;2;1;2;2;2;1
290;2,48;12/04/2014;4;5;14:00:25;14:21:18;2;17;1;1997;1;0;1;1;0;1;2;1;1;5;4;4;3;4;3;2;5;5;1;1;1;1;1;1;1;1;2;1
291;0,67;12/04/2014;4;5;14:02:41;14:25:23;2;40;4;1974;1;0;1;1;0;2;2;1;3;3;5;3;3;3;5;5;5;1;1;1;2;1;1;1;2;2;2;1
293;0,68;12/04/2014;4;5;14:25:31;14:38:47;1;27;3;1987;0;0;0;0;0;2;2;0;3;5;5;5;5;5;5;5;5;5;;;;;;;;;;
294;0,68;12/04/2014;4;5;14:22:34;14:42:40;2;27;3;1987;1;0;1;1;0;2;2;1;1;1;5;2;2;2;5;3;3;5;1;1;2;1;1;1;1;1;1;2
295;5,33;12/04/2014;4;5;14:41:36;15:02:55;1;15;1;1999;1;0;0;1;0;2;1;1;1;5;4;1;3;4;1;5;3;5;1;1;2;1;1;1;1;2;1;1
296;0,79;12/04/2014;4;5;14:51:09;15:07:34;1;50;5;1964;0;0;0;0;0;2;2;0;1;5;3;3;5;1;5;3;1;1;;;;;;;;;;
299;0,55;12/04/2014;4;5;14:45:48;15:33:04;2;20;2;1994;1;0;0;0;1;2;2;0;1;4;4;4;5;1;5;4;1;4;1;2;2;2;2;1;1;2;1;1
30;0,76;01/04/2014;4;1;14:37:28;15:09:11;2;28;3;1986;1;0;0;1;1;2;2;0;1;1;4;1;4;3;1;4;4;4;1;1;2;2;1;1;1;1;1;1
300;6,92;12/04/2014;4;5;15:15:51;15:35:18;2;35;4;1979;1;0;1;1;0;1;2;1;1;1;1;1;3;1;5;1;1;1;1;1;1;1;1;1;1;1;2;1
301;0,5;12/04/2014;4;5;15:49:45;16:09:54;2;30;3;1984;1;0;1;1;0;1;2;1;1;4;1;1;1;4;3;3;5;4;1;1;1;1;1;1;1;1;2;1
302;1,14;12/04/2014;4;5;15:55:24;16:11:19;1;51;5;1963;1;0;0;1;0;1;1;1;1;4;1;4;3;4;5;5;5;3;1;1;1;1;1;1;1;1;2;1
303;0,8;12/04/2014;4;5;15:54:15;16:16:51;2;24;2;1990;1;0;1;1;0;1;2;1;1;3;4;1;4;4;1;1;5;5;1;1;1;1;1;1;1;1;2;1
305;0,56;12/04/2014;4;5;16:17:10;16:29:30;2;41;4;1973;1;1;0;1;0;2;1;1;4;4;5;3;3;3;5;5;4;3;1;3;2;1;1;1;1;3;1;1
307;0,89;12/04/2014;4;5;16:20:42;16:43:36;1;54;5;1960;1;0;0;0;1;2;2;0;1;5;5;1;5;5;5;5;3;1;1;2;2;1;2;2;2;1;1;1
308;0,69;12/04/2014;4;5;16:28:34;16:44:36;2;58;5;1956;1;0;1;1;1;1;2;0;1;3;1;1;4;3;5;5;5;2;1;1;1;1;1;1;2;2;2;1
309;0,54;12/04/2014;4;5;16:45:47;16:55:47;1;29;3;1985;0;0;0;0;0;2;2;0;4;5;4;4;4;5;5;5;4;4;;;;;;;;;;
31;8,26;01/04/2014;4;1;14:43:11;15:10:42;1;59;5;1955;1;0;1;1;0;1;2;1;1;1;1;1;1;1;4;3;5;1;1;1;1;1;1;1;1;1;2;1
310;0,59;12/04/2014;4;5;16:34:07;16:57:43;1;38;4;1976;1;0;1;1;0;2;2;1;1;4;4;4;5;5;5;4;5;4;1;1;1;1;1;1;1;2;2;1
311;4,42;12/04/2014;4;5;16:42:36;17:14:09;1;17;1;1997;1;0;0;1;0;2;1;1;1;4;5;4;2;4;5;5;2;5;1;1;2;1;1;1;2;3;1;1
312;5,05;12/04/2014;4;5;16:43:37;17:14:47;1;41;4;1973;1;0;0;1;0;2;1;1;2;2;5;2;5;4;5;5;4;2;1;1;2;1;3;1;3;2;1;1
313;0,5;13/04/2014;4;6;14:06:37;14:27:18;1;19;1;1995;1;0;1;1;0;2;2;1;1;3;4;3;3;3;4;4;1;4;1;1;2;1;1;1;1;1;1;1
314;1,63;13/04/2014;4;6;14:00:45;14:28:46;2;13;1;2001;1;0;1;1;0;2;2;1;1;5;5;5;4;5;5;5;1;5;1;1;2;1;1;1;2;2;1;1
315;0,64;13/04/2014;4;6;14:18:42;14:40:00;1;45;4;1969;1;0;1;1;0;1;2;1;1;3;1;4;3;3;4;4;4;4;1;1;1;1;1;1;1;1;2;1
316;0,57;13/04/2014;4;6;14:12:42;14:41:40;2;35;4;1979;1;0;0;1;0;2;1;1;3;4;3;3;3;3;5;5;2;2;1;1;2;1;1;1;2;2;1;1
317;0,67;13/04/2014;4;6;14:19:33;14:42:25;2;15;1;1999;1;0;0;1;0;1;2;1;1;4;1;5;4;1;1;1;4;4;1;1;1;1;1;1;1;1;1;1
318;0,67;13/04/2014;4;6;14:36:02;15:00:29;1;17;1;1997;1;0;0;0;1;2;2;0;3;5;5;5;5;4;3;5;4;3;1;2;2;2;2;2;2;2;1;1
319;1,02;13/04/2014;4;6;14:38:29;15:01:06;1;18;1;1996;1;0;1;1;0;2;2;1;1;4;5;5;5;5;1;2;5;5;1;1;2;1;1;2;1;2;1;1
32;4,44;01/04/2014;4;1;14:55:35;15:13:55;2;21;2;1993;1;0;1;1;0;2;2;1;3;5;5;4;3;5;3;5;1;3;1;1;2;1;1;1;2;2;1;1
321;1,91;13/04/2014;4;6;14:34:00;15:06:55;2;17;1;1997;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;2;3;1;2;2;2;2;2;2;2;1;1
323;0,88;13/04/2014;4;6;15:05:15;15:21:07;1;50;5;1964;1;0;0;1;0;2;1;1;3;5;5;5;3;5;5;5;3;1;1;1;2;2;1;1;2;2;1;1
324;0,54;13/04/2014;4;6;15:04:57;15:26:32;2;33;3;1981;1;0;1;1;0;2;1;1;1;1;5;1;1;1;1;1;3;3;1;1;2;1;1;1;1;1;1;1
325;2,73;13/04/2014;4;6;15:07:54;15:36:09;1;15;1;1999;1;0;0;1;0;2;1;1;1;1;4;1;1;1;5;5;1;5;1;1;2;1;1;1;2;2;1;1
326;0,7;13/04/2014;4;6;15:47:19;16:10:30;2;16;1;1998;1;0;0;1;0;2;1;1;1;3;5;1;2;3;5;5;3;1;1;1;2;1;1;1;2;2;1;1
327;4,52;13/04/2014;4;6;15:46:27;16:23:02;2;20;2;1994;1;0;1;1;0;2;2;1;1;2;5;3;3;3;5;5;5;4;1;1;1;1;3;1;1;1;2;1
328;7,12;13/04/2014;4;6;16:20:58;16:37:52;2;65;5;1949;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;3;1;1;2;2;2;2;2;2;2;1;1
329;0,72;13/04/2014;4;6;16:12:56;16:40:13;1;43;4;1971;1;0;1;1;0;1;2;1;1;3;2;1;4;5;4;5;3;3;1;1;1;1;1;1;1;3;1;1
33;0,66;01/04/2014;4;1;15:06:58;15:27:37;1;42;4;1972;1;0;1;1;0;1;2;1;1;4;1;1;5;2;5;5;5;4;1;1;1;1;1;1;2;2;2;1
330;7,09;13/04/2014;4;6;16:29:29;16:43:25;2;45;4;1969;1;0;1;1;0;1;2;1;1;3;1;5;5;1;5;3;5;5;1;1;1;1;1;1;1;1;1;1
331;2,44;13/04/2014;4;6;16:36:26;16:56:35;1;20;2;1994;1;0;1;1;0;1;2;1;1;5;1;5;4;5;1;4;4;5;1;1;1;1;1;1;1;1;2;1
332;0,75;13/04/2014;4;6;16:44:25;16:58:38;1;63;5;1951;0;0;0;0;0;2;2;0;4;5;5;5;5;5;5;5;5;5;;;;;;;;;;
334;0,61;13/04/2014;4;6;16:43:24;17:17:17;1;37;4;1977;1;0;0;0;1;2;2;0;1;5;5;2;1;5;5;5;4;1;1;2;2;2;2;2;2;2;1;1
335;0,63;13/04/2014;4;6;16:59:21;17:35:49;2;30;3;1984;1;0;1;1;0;2;2;1;1;4;5;4;5;4;5;4;1;1;1;2;2;2;2;2;2;2;1;1
336;0,55;14/04/2014;4;7;14:17:57;14:29:44;1;25;3;1989;0;0;0;0;0;2;2;0;5;5;4;4;4;5;5;5;5;4;;;;;;;;;;
337;0,65;14/04/2014;4;7;14:09:18;14:34:47;2;30;3;1984;1;0;0;0;1;2;2;0;1;4;4;4;4;1;4;5;1;4;1;1;1;2;2;1;2;2;1;2
339;0,54;14/04/2014;4;7;14:35:57;14:53:09;2;31;3;1983;1;0;0;1;0;2;1;1;1;1;5;1;5;1;5;3;5;1;1;1;1;1;2;1;2;1;1;1
34;6,75;01/04/2014;4;1;15:12:53;15:30:26;2;30;3;1984;1;0;1;1;0;2;2;1;2;3;5;3;1;3;5;5;3;3;1;1;2;1;1;1;1;2;1;1
340;0,56;14/04/2014;4;7;14:31:50;14:58:46;1;47;4;1967;1;0;1;1;0;1;1;1;2;3;1;3;5;4;5;5;2;5;1;1;1;1;1;1;2;1;1;1
342;0,5;14/04/2014;4;7;14:56:50;15:09:18;2;26;3;1988;0;0;0;0;0;2;2;0;4;5;4;3;3;5;5;5;5;4;;;;;;;;;;
343;0,61;14/04/2014;4;7;14:53:13;15:10:22;2;36;4;1978;1;0;1;1;0;2;1;1;3;3;5;1;1;2;5;5;5;2;1;1;2;1;1;1;2;2;1;1
344;0,51;14/04/2014;4;7;14:57:03;15:16:06;2;33;3;1981;1;0;0;1;0;2;1;1;2;2;4;2;1;2;5;5;3;4;1;1;2;1;1;1;3;3;1;1
345;0,5;14/04/2014;4;7;15:22:41;15:38:29;2;30;3;1984;1;0;1;1;0;1;2;1;3;1;1;1;3;5;5;5;5;3;1;1;1;1;1;1;1;1;3;1
346;7,47;14/04/2014;4;7;15:28:16;15:46:50;2;43;4;1971;1;0;1;1;0;2;2;1;1;4;3;3;5;4;5;5;4;3;1;1;1;1;2;2;2;2;1;1
347;5,78;14/04/2014;4;7;15:28:48;15:49:57;1;20;2;1994;1;0;1;1;0;2;2;1;1;2;1;5;3;5;1;1;1;2;1;1;2;2;1;1;1;1;1;1
35;0,5;01/04/2014;4;1;15:31:09;15:51:37;2;32;3;1982;0;0;0;0;0;2;2;0;3;5;5;3;2;5;5;5;4;3;;;;;;;;;;
351;3,84;15/04/2014;4;1;14:52:48;15:11:43;1;27;3;1987;1;0;1;1;0;2;2;1;1;1;1;1;3;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1
354;1,07;15/04/2014;4;1;14:54:19;15:17:43;1;17;1;1997;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;3;5;1;2;2;2;1;2;2;2;1;1
355;1,78;15/04/2014;4;1;14:58:12;15:21:44;2;16;1;1998;1;0;1;1;1;2;2;0;1;5;5;5;5;5;5;5;4;4;1;2;2;2;2;2;2;2;1;1
356;0,51;15/04/2014;4;1;15:08:02;15:28:57;2;46;4;1968;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;5;2;1;2;2;2;2;2;2;2;1;1
358;0,7;15/04/2014;4;1;15:45:03;15:59:00;2;13;1;2001;1;0;1;1;0;2;1;1;3;3;5;2;2;5;5;5;5;3;1;1;2;1;1;1;2;2;1;1
359;0,7;15/04/2014;4;1;15:45:41;16:03:18;1;18;1;1996;1;0;0;0;1;2;2;0;3;5;1;3;4;3;1;3;1;5;1;2;2;2;2;2;2;2;1;1
36;0,8;01/04/2014;4;1;15:35:33;15:54:53;2;64;5;1950;1;0;0;1;0;2;1;1;1;3;5;2;3;3;5;5;3;3;1;1;2;1;2;1;1;2;1;1
360;0,6;15/04/2014;4;1;15:50:50;16:07:59;1;33;3;1981;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;3;3;1;2;2;2;2;2;2;2;1;1
362;1,12;15/04/2014;4;1;16:07:58;16:37:59;1;28;3;1986;1;0;1;1;0;1;2;1;1;1;1;1;3;1;1;2;4;1;1;1;1;1;1;1;1;1;1;1
363;6,71;15/04/2014;4;1;16:04:51;16:41:53;2;32;3;1982;1;0;1;1;0;2;2;1;1;1;5;3;5;3;5;5;3;5;1;1;2;1;1;1;1;2;1;2
366;0,49;15/04/2014;4;1;16:40:22;16:59:22;2;27;3;1987;1;0;1;1;0;1;2;1;1;4;2;2;2;4;4;4;3;2;1;1;1;1;1;1;1;1;1;1
368;1,4;15/04/2014;4;1;16:39:43;17:07:51;1;33;3;1981;1;0;0;1;0;2;1;1;1;3;5;3;5;2;5;5;2;2;1;1;2;1;1;1;1;1;1;1
369;0,87;15/04/2014;4;1;16:52:32;17:11:27;2;35;4;1979;1;0;1;1;0;1;2;1;3;1;1;1;2;1;5;5;5;2;1;1;1;1;1;1;1;1;2;1
371;0,62;16/04/2014;4;2;14:05:53;14:34:36;1;40;4;1974;1;0;1;1;0;1;2;1;2;2;2;2;3;1;5;5;5;2;1;1;1;1;1;1;2;2;2;1
372;0,76;16/04/2014;4;2;14:03:18;14:44:33;1;38;4;1976;1;0;1;1;0;1;2;1;1;4;4;1;2;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1
373;0,73;16/04/2014;4;2;14:20:13;14:46:57;1;60;5;1954;1;0;1;1;0;2;1;1;4;5;5;2;4;5;5;5;5;1;1;1;2;1;1;1;2;2;1;1
374;0,62;16/04/2014;4;2;14:27:18;14:47:23;1;43;4;1971;1;0;0;1;0;2;1;1;5;5;5;5;3;5;5;5;5;5;1;2;2;1;1;1;2;2;2;2
375;5,08;16/04/2014;4;2;14:36:48;15:06:47;2;24;2;1990;1;0;1;1;0;1;2;1;1;5;3;3;3;3;1;5;2;5;1;1;1;1;1;1;1;1;1;1
377;5,53;16/04/2014;4;2;14:46:06;15:21:17;1;34;3;1980;0;0;0;0;0;2;2;0;4;5;5;5;5;5;5;5;5;5;;;;;;;;;;
378;0,64;16/04/2014;4;2;14:57:48;15:25:15;1;18;1;1996;1;0;0;0;1;2;2;0;1;5;5;5;5;5;3;5;1;3;1;2;2;2;2;2;2;2;1;1
379;4,8;16/04/2014;4;2;14:48:15;15:28:47;1;21;2;1993;1;0;0;1;0;2;1;1;1;4;5;4;4;3;5;4;2;4;1;1;3;1;1;1;3;1;1;3
38;0,63;01/04/2014;4;1;15:52:41;16:08:52;1;43;4;1971;1;0;1;1;0;1;2;1;3;3;1;1;3;3;5;5;5;3;1;1;1;1;1;1;1;1;2;1
380;3,46;16/04/2014;4;2;15:27:56;15:48:24;2;34;3;1980;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;3;2;1;2;2;2;2;2;2;2;1;1
381;0,53;16/04/2014;4;2;15:37:59;15:49:10;2;48;4;1966;1;0;0;1;0;2;1;1;3;1;5;3;1;1;5;5;3;4;1;1;2;1;1;1;2;2;1;1
382;0,86;16/04/2014;4;2;15:34:40;15:51:14;1;41;4;1973;1;0;1;1;0;2;1;1;1;1;4;1;3;1;3;1;3;3;1;1;1;1;1;1;1;2;1;1
385;0,61;16/04/2014;4;2;16:07:12;16:30:04;1;25;3;1989;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;4;3;4;1;2;2;2;2;2;2;1;2;1
